0077,In-Band Registration,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0078,Non-SASL Authentication,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0079,Advanced Message Processing,[empty],Contrib.<ref name="ejabberd-protocols" /><ref>[#EJAB-449&#93; Support for XEP-0079: Advanced Message Processing - ProcessOne - Support. Support.process-one.net. Retrieved on 2013-07-17.</ref>,Contrib.<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],{{Yes  partial}},[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0080,User Location,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0082,XMPP Date and Time Profiles,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0083,Nested Roster Groups,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0084,User Avatar,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0085,Chat State Notifications,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0086,Error Condition Mappings,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,[empty],[empty]
0090,Legacy Entity Time,[empty],<ref name="ejabberd-protocols" /><ref name="ReferenceA">[#EJAB-849&#93; Remove support of the deprecated XEP-0090: Entity Time and XEP-0091: Delayed Delivery - ProcessOne - Support. Support.process-one.net. Retrieved on 2013-07-17.</ref>,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0091,Legacy Delayed Delivery,[empty],<ref name="ejabberd-protocols" /><ref name="ReferenceA" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,[empty],<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0092,Software Version,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0093,Roster Item Exchange,[empty],[empty],[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
0095,Stream Initiation,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
0096,SI File Transfer,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0106,JID escaping,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0107,User Mood,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0108,User Activity,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0114,Jabber Component Protocol,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0115,Entity Capabilities,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0118,User Tune,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0122,Data Forms Validation,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough"/>,[empty]
0124,Bidirectional-streams Over Synchronous HTTP (BOSH),[empty],<ref name="ejabberd-protocols" />,[empty],Contrib.<ref name="jabberd14-features" /><ref></ref>,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0126,Invisibility,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0128,Service Discovery Extensions,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,[empty]
0130,Waiting Lists,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0131,Stanza Headers and Internet Metadata,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,[empty]
0133,Service Administration,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0136,Message archiving,[empty],Contrib.<ref name="ejabberd-protocols" /><ref>mod_archive - Message Archiving (XEP-0136) | ejabberd Community Site. Ejabberd.im. Retrieved on 2013-07-17.</ref>,[empty],Contrib.<ref name="jabberd14-features" /><ref></ref>,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],/Plugin<ref>http://www.igniterealtime.org/projects/openfire/plugins/monitoring/readme.html</ref>,Contrib.<ref>http://modules.prosody.im/mod_mam_archive.html</ref>,<ref name="tigase-features" />
0137,Publishing SI Requests,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0138,Stream Compression,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0148,Instant Messaging Intelligence Quotient,Humorous,[empty],[empty],[empty],<ref name="jabberd2-features" />,unfinished,[empty],[empty],[empty],experimental,<ref name="tigase-features" />
0153,vCard-Based Avatars,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0154,User profile,[empty],Contrib.<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0157,Contact Addresses for XMPP Services,[empty],<ref name="ejabberd-protocols" /><ref>https://support.process-one.net/browse/EJAB-235</ref>,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],Contrib.<ref name="prosody-thorough" />,[empty]
0158,CAPTCHA Forms,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0159,Spim-Blocking Control,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0160,Best Practices for Handling Offline Messages,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0161,Abuse Reporting,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0163,Personal Eventing Protocol,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0168,Resource Application Priority,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0170,Recommended Order of Stream Feature Negotiation,[empty],<ref name="ejabberd-protocols" /><ref>https://support.process-one.net/browse/EJAB-499</ref>,<ref name="ejabberd-protocols" />,<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0171,Language Translation,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0172,User Nickname,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0175,Best Practices for Use of SASL ANONYMOUS,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0176,Jingle ICE-UDP Transport Method,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0178,Best Practices for Use of SASL EXTERNAL with Certificates,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0182,Application-Specific Error Conditions,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0184,Message Delivery Receipts,[empty],<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0185,Dialback Key Generation and Validation,[empty],[empty],[empty],<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0189,Public Key Publishing,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0190,Best Practice for Closing Idle Streams,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0191,Blocking Command,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref>https://prosody.im/doc/modules/mod_blocklist</ref>,[empty]
0192,Proposed Stream Feature Improvements,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],[empty],[empty]
0193,Proposed Resource Binding Improvements,[empty],Contrib.<ref name="ejabberd-protocols" /><ref>https://support.process-one.net/browse/EJAB-430</ref>,Contrib.<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],[empty],[empty]
0194,User Chatting,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0195,User Browsing,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0198,Stream Management,[empty],<ref name="ejabberd-protocols" /><ref name="ejabberd14.05"></ref><ref>https://support.process-one.net/browse/EJAB-532</ref>,<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="ignite1">https://www.igniterealtime.org/builds/openfire/docs/latest/documentation/protocol-support.html</ref>,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0199,XMPP Ping,[empty],<ref name="ejabberd-protocols" /><ref>https://support.process-one.net/browse/EJAB-974</ref>,<ref name="ejabberd-protocols" />,<ref name="jabberd14-features" />,<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0202,Entity Time,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0203,Delayed Delivery,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0205,Best Practices to Discourage Denial of Service Attacks,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0206,XMPP over BOSH,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0209,Metacontacts,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0212,XMPP Basic Server 2008,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],<ref name="M-Link-features" />,[empty],[empty],[empty],[empty]
0214,File Repository and Sharing,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0215,External Service Discovery,[empty],<ref name="ejabberd-protocols" /><ref>https://support.process-one.net/browse/EJAB-1181</ref>,<ref name="ejabberd-protocols" />,[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0216,XMPP Intermediate IM Server 2008,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0220,Server Dialback,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0221,Data Forms Media Element,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0223,Persistent Storage of Private Data via PubSub,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
0225,Component Connections,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0227,Portable Import/Export Format for XMPP-IM Servers (proposed),[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,[empty]
0230,Service Discovery Notifications,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0232,Software Information,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0233,Use of Domain-Based Service Names in XMPP SASL Negotiation,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0235,OAuth Over XMPP,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0236,Abuse Reporting,Retracted,[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0237,Roster Versioning,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0238,XMPP Protocol Flows for Inter-Domain Federation,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],[empty],[empty]
0241,Encryption of Archived Messages,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0243,XMPP Server Compliance 2009,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,[empty],<ref name="M-Link-features" />,[empty],[empty],<ref name="prosody-thorough" />,[empty]
0248,PubSub Collection Nodes,[empty],<ref name="ejabberd-protocols" />,[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0252,BOSH Script Syntax,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0253,PubSub Chaining,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0254,PubSub Queueing,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0255,Location Query,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,[empty],[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0256,Last Activity in Presence,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
0257,Client Certificate Management for SASL EXTERNAL,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],Contrib.<ref name="prosody-thorough" />,[empty]
0258,Security Labels in XMPP,[empty],[empty],[empty],[empty],[empty],[empty],<ref name="M-Link-features" />,[empty],[empty],Contrib.<ref name="prosody-thorough" />,[empty]
0259,Message Mine-ing,[empty],[empty],[empty],[empty],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[empty],[empty],[empty],<ref name="prosody-thorough" />,[empty]
